# year, Ptot_Chl_result
1976.0409836065573,0.0128426105
1976.122950819672,0.008223197
1976.204918032787,0.010458992
1976.2868852459017,0.017291138
1976.3715846994535,0.09590878
1976.4535519125684,0.41135794
1976.5382513661202,0.3913059
1976.622950819672,0.32357183
1976.704918032787,0.2151087
1976.7896174863388,0.14926177
1976.8715846994535,0.09510868
1976.9562841530055,0.1301609
1977.041095890411,0.0904556
1977.1205479452055,0.069470905
1977.2027397260274,0.04012499
1977.2849315068493,0.027799763
1977.3698630136987,0.030772626
1977.4520547945206,0.05623408
1977.5369863013698,0.10684568
1977.6219178082192,0.17339481
1977.704109589041,0.29034644
1977.7890410958903,0.3243338
1977.8712328767124,0.21269141
1977.9561643835616,0.07250521
1978.041095890411,0.02851765
1978.1205479452055,0.019342719
1978.2027397260274,0.013580056
1978.2849315068493,0.014443786
1978.3698630136987,0.018328475
1978.4520547945206,0.058970068
1978.5369863013698,0.15912902
1978.6219178082192,0.25666615
1978.704109589041,0.3046958
1978.7890410958903,0.26355794
1978.8712328767124,0.1892784
1978.9561643835616,0.092364036
1979.041095890411,0.04262668
1979.1205479452055,0.022730077
1979.2027397260274,0.016108543
1979.2849315068493,0.015423714
1979.3698630136987,0.026528932
1979.4520547945206,0.050646983
1979.5369863013698,0.094356075
1979.6219178082192,0.23778163
1979.704109589041,0.3295108
1979.7890410958903,0.27191716
1979.8712328767124,0.1574616
1979.9561643835616,0.07119814
1980.0409836065573,0.03036546
1980.122950819672,0.017445134
1980.204918032787,0.013050606
1980.2868852459017,0.014526422
1980.3715846994535,0.02329136
1980.4535519125684,0.07058297
1980.5382513661202,0.15173125
1980.622950819672,0.15815702
1980.704918032787,0.21083362
1980.7896174863388,0.23480058
1980.8715846994535,0.19808474
1980.9562841530055,0.12268859
1981.041095890411,0.04574923
1981.1205479452055,0.022180337
1981.2027397260274,0.014983455
1981.2849315068493,0.014213912
1981.3698630136987,0.018989796
1981.4520547945206,0.03359942
1981.5369863013698,0.08815609
1981.6219178082192,0.14997634
1981.704109589041,0.23962198
1981.7890410958903,0.27067664
1981.8712328767124,0.19898434
1981.9561643835616,0.099386394
1982.041095890411,0.03642317
1982.1205479452055,0.018552225
1982.2027397260274,0.011872983
1982.2849315068493,0.012458346
1982.3698630136987,0.020368433
1982.4520547945206,0.048956662
1982.5369863013698,0.110628635
1982.6219178082192,0.2295474
1982.704109589041,0.34954315
1982.7890410958903,0.32294342
1982.8712328767124,0.21043861
1982.9561643835616,0.10134338
1983.041095890411,0.04692929
1983.1205479452055,0.023567311
1983.2027397260274,0.014614938
1983.2849315068493,0.013091204
1983.3698630136987,0.017995136
1983.4520547945206,0.043311097
1983.5369863013698,0.10271149
1983.6219178082192,0.24617293
1983.704109589041,0.3586148
1983.7890410958903,0.3289312
1983.8712328767124,0.27835944
1983.9561643835616,0.19930428
1984.0409836065573,0.10417247
1984.122950819672,0.06736461
1984.204918032787,0.04241859
1984.2868852459017,0.018891603
1984.3715846994535,0.017718937
1984.4535519125684,0.03195356
1984.5382513661202,0.10680865
1984.622950819672,0.23327483
1984.704918032787,0.34250838
1984.7896174863388,0.3647441
1984.8715846994535,0.26223528
1984.9562841530055,0.1286938
1985.041095890411,0.056686264
1985.1205479452055,0.028728135
1985.2027397260274,0.018689994
1985.2849315068493,0.01381517
1985.3698630136987,0.02386278
1985.4520547945206,0.06509979
1985.5369863013698,0.11199455
1985.6219178082192,0.26810062
1985.704109589041,0.35419968
1985.7890410958903,0.30581266
1985.8712328767124,0.19278294
1985.9561643835616,0.107525654
1986.041095890411,0.045940273
1986.1205479452055,0.02126353
1986.2027397260274,0.013523645
1986.2849315068493,0.011671588
1986.3698630136987,0.018517284
1986.4520547945206,0.031044489
1986.5369863013698,0.06020907
1986.6219178082192,0.11349573
1986.704109589041,0.25628775
1986.7890410958903,0.30775315
1986.8712328767124,0.2494081
1986.9561643835616,0.114457674
1987.041095890411,0.051705483
1987.1205479452055,0.025605831
1987.2027397260274,0.014338609
1987.2849315068493,0.01178886
1987.3698630136987,0.014593334
1987.4520547945206,0.061797213
1987.5369863013698,0.14229065
1987.6219178082192,0.19078307
1987.704109589041,0.29349318
1987.7890410958903,0.26696625
1987.8712328767124,0.20012152
1987.9561643835616,0.13953716
1988.0409836065573,0.06896641
1988.122950819672,0.025798902
1988.204918032787,0.015350294
1988.2868852459017,0.0148725705
1988.3715846994535,0.018458655
1988.4535519125684,0.03023891
1988.5382513661202,0.08525506
1988.622950819672,0.18056555
1988.704918032787,0.21927205
1988.7896174863388,0.23249237
1988.8715846994535,0.19654578
1988.9562841530055,0.13245475
1989.041095890411,0.06783479
1989.1205479452055,0.025234047
1989.2027397260274,0.014689333
1989.2849315068493,0.012227589
1989.3698630136987,0.018457098
1989.4520547945206,0.04907956
1989.5369863013698,0.13585423
1989.6219178082192,0.19780605
1989.704109589041,0.20870903
1989.7890410958903,0.19949467
1989.8712328767124,0.21619022
1989.9561643835616,0.16451393
1990.041095890411,0.074799314
1990.1205479452055,0.053812586
1990.2027397260274,0.02931154
1990.2849315068493,0.018388355
1990.3698630136987,0.015535552
1990.4520547945206,0.030249266
1990.5369863013698,0.07526754
1990.6219178082192,0.16487609
1990.704109589041,0.18541625
1990.7890410958903,0.19036993
1990.8712328767124,0.19121763
1990.9561643835616,0.09898482
1991.041095890411,0.04413182
1991.1205479452055,0.022262683
1991.2027397260274,0.01670027
1991.2849315068493,0.012389742
1991.3698630136987,0.014445396
1991.4520547945206,0.034558427
1991.5369863013698,0.106540374
1991.6219178082192,0.24056095
1991.704109589041,0.26495403
1991.7890410958903,0.19626632
1991.8712328767124,0.13292457
1991.9561643835616,0.093031414
1992.0409836065573,0.039560094
1992.122950819672,0.021707075
1992.204918032787,0.014080444
1992.2868852459017,0.012490642
1992.3715846994535,0.02339897
1992.4535519125684,0.079980046
1992.5382513661202,0.13953052
1992.622950819672,0.2234048
1992.704918032787,0.25594038
1992.7896174863388,0.24129164
1992.8715846994535,0.16966385
1992.9562841530055,0.10755201
1993.041095890411,0.050551903
1993.1205479452055,0.024865318
1993.2027397260274,0.015265833
1993.2849315068493,0.013909165
1993.3698630136987,0.015493985
1993.4520547945206,0.03260053
1993.5369863013698,0.0787545
1993.6219178082192,0.15273044
1993.704109589041,0.19199906
1993.7890410958903,0.18662556
1993.8712328767124,0.12039093
1993.9561643835616,0.057760894
1994.041095890411,0.029130863
1994.1205479452055,0.019314723
1994.2027397260274,0.014102872
1994.2849315068493,0.014183358
1994.3698630136987,0.025921071
1994.4520547945206,0.048371565
1994.5369863013698,0.098116875
1994.6219178082192,0.2551098
1994.704109589041,0.31008467
1994.7890410958903,0.25675675
1994.8712328767124,0.160359
1994.9561643835616,0.08280795
1995.041095890411,0.054703373
1995.1205479452055,0.031154312
1995.2027397260274,0.015551686
1995.2849315068493,0.01087855
1995.3698630136987,0.016709704
1995.4520547945206,0.035578992
1995.5369863013698,0.11009985
1995.6219178082192,0.25549412
1995.704109589041,0.28835225
1995.7890410958903,0.19983405
1995.8712328767124,0.15412427
1995.9561643835616,0.13494305
1996.0409836065573,0.051611718
1996.122950819672,0.021172622
1996.204918032787,0.014767799
1996.2868852459017,0.012841672
1996.3715846994535,0.018136643
1996.4535519125684,0.03082466
1996.5382513661202,0.051351342
1996.622950819672,0.12598908
1996.704918032787,0.17200182
1996.7896174863388,0.11810239
1996.8715846994535,0.100907646
1996.9562841530055,0.041007645
1997.041095890411,0.02296139
1997.1205479452055,0.013359329
1997.2027397260274,0.013259301
1997.2849315068493,0.018563181
1997.3698630136987,0.022061778
1997.4520547945206,0.027687741
1997.5369863013698,0.051658973
1997.6219178082192,0.07682981
1997.704109589041,0.10575939
1997.7890410958903,0.22169787
1997.8712328767124,0.1824116
1997.9561643835616,0.06865336
1998.041095890411,0.030081566
1998.1205479452055,0.01575795
1998.2027397260274,0.012052532
1998.2849315068493,0.012591354
1998.3698630136987,0.017469285
1998.4520547945206,0.036678854
1998.5369863013698,0.12123528
1998.6219178082192,0.2148544
1998.704109589041,0.32030767
1998.7890410958903,0.24084485
1998.8712328767124,0.063323446
1998.9561643835616,0.030105429
1999.041095890411,0.018563244
1999.1205479452055,0.012238058
1999.2027397260274,0.009245083
1999.2849315068493,0.013025216
1999.3698630136987,0.020463191
1999.4520547945206,0.03391694
1999.5369863013698,0.054093886
1999.6219178082192,0.090905525
1999.704109589041,0.19924521
1999.7890410958903,0.19298026
1999.8712328767124,0.105729245
1999.9561643835616,0.0409255
2000.0409836065573,0.02165523
2000.122950819672,0.014545475
2000.204918032787,0.010665356
2000.2868852459017,0.013966237
2000.3715846994535,0.029393446
2000.4535519125684,0.046742707
2000.5382513661202,0.095620885
2000.622950819672,0.15799783
2000.704918032787,0.21088906
2000.7896174863388,0.14264031
2000.8715846994535,0.14526442
2000.9562841530055,0.09094626
2001.041095890411,0.04561411
2001.1205479452055,0.02135863
2001.2027397260274,0.016840402
2001.2849315068493,0.016466722
2001.3698630136987,0.022662599
2001.4520547945206,0.0463324
2001.5369863013698,0.098404154
2001.6219178082192,0.15719418
2001.704109589041,0.18839155
2001.7890410958903,0.22526145
2001.8712328767124,0.15088654
2001.9561643835616,0.054523434
2002.041095890411,0.02712406
2002.1205479452055,0.015870513
2002.2027397260274,0.01059588
2002.2849315068493,0.013202864
2002.3698630136987,0.018080818
2002.4520547945206,0.02748869
2002.5369863013698,0.05727345
2002.6219178082192,0.10398488
2002.704109589041,0.14347543
2002.7890410958903,0.21789134
2002.8712328767124,0.18909805
2002.9561643835616,0.09662887
2003.041095890411,0.063421465
2003.1205479452055,0.02953519
2003.2027397260274,0.018103782
2003.2849315068493,0.016790317
2003.3698630136987,0.021696417
2003.4520547945206,0.05026773
2003.5369863013698,0.07509941
2003.6219178082192,0.14316791
2003.704109589041,0.22964486
2003.7890410958903,0.212606
2003.8712328767124,0.07723571
2003.9561643835616,0.03168763
2004.0409836065573,0.016607804
2004.122950819672,0.011314144
2004.204918032787,0.009057555
2004.2868852459017,0.015667422
2004.3715846994535,0.026458785
2004.4535519125684,0.07209345
2004.5382513661202,0.11732687
2004.622950819672,0.1074052
2004.704918032787,0.13035704
2004.7896174863388,0.08002971
2004.8715846994535,0.039849292
2004.9562841530055,0.02882614
2005.041095890411,0.01647092
2005.1205479452055,0.011833234
2005.2027397260274,0.010154715
2005.2849315068493,0.01754305
2005.3698630136987,0.024005687
2005.4520547945206,0.030684333
2005.5369863013698,0.08992561
2005.6219178082192,0.1611393
2005.704109589041,0.19540338
2005.7890410958903,0.21531796
2005.8712328767124,0.1637417
2005.9561643835616,0.057665374
2006.041095890411,0.024275484
2006.1205479452055,0.0155471135
2006.2027397260274,0.010914518
2006.2849315068493,0.013701173
2006.3698630136987,0.0229579
2006.4520547945206,0.03999768
2006.5369863013698,0.09699753
2006.6219178082192,0.1306096
2006.704109589041,0.21595083
2006.7890410958903,0.22007744
2006.8712328767124,0.19036795
2006.9561643835616,0.09282722
2007.041095890411,0.035556916
2007.1205479452055,0.020585705
2007.2027397260274,0.0152972
2007.2849315068493,0.013771345
2007.3698630136987,0.02073883
2007.4520547945206,0.07097941
2007.5369863013698,0.15322457
2007.6219178082192,0.18885021
2007.704109589041,0.22925134
2007.7890410958903,0.25439477
2007.8712328767124,0.18331254
2007.9561643835616,0.09680906
2008.0409836065573,0.034858845
2008.122950819672,0.019921003
2008.204918032787,0.013710811
2008.2868852459017,0.013341542
2008.3715846994535,0.021778086
2008.4535519125684,0.054850195
2008.5382513661202,0.08455797
2008.622950819672,0.09785794
2008.704918032787,0.20711176
2008.7896174863388,0.20545238
2008.8715846994535,0.113821894
2008.9562841530055,0.05154222
2009.041095890411,0.032457072
2009.1205479452055,0.020470483
2009.2027397260274,0.012853273
2009.2849315068493,0.011232886
2009.3698630136987,0.020443227
2009.4520547945206,0.044070058
2009.5369863013698,0.09442864
2009.6219178082192,0.18830809
2009.704109589041,0.2647857
2009.7890410958903,0.19995746
2009.8712328767124,0.13758548
2009.9561643835616,0.08234848
2010.041095890411,0.02910177
2010.1205479452055,0.014289033
2010.2027397260274,0.012922534
2010.2849315068493,0.014370342
2010.3698630136987,0.022233844
2010.4520547945206,0.042851795
2010.5369863013698,0.12597856
2010.6219178082192,0.21075824
2010.704109589041,0.23548204
2010.7890410958903,0.21921742
2010.8712328767124,0.11603203
2010.9561643835616,0.042318527
2011.041095890411,0.021820152
2011.1205479452055,0.015533037
2011.2027397260274,0.012760195
2011.2849315068493,0.015626779
2011.3698630136987,0.019577472
2011.4520547945206,0.04303614
2011.5369863013698,0.100524426
2011.6219178082192,0.1728199
2011.704109589041,0.21914141
2011.7890410958903,0.16942486
2011.8712328767124,0.07272837
2011.9561643835616,0.02808232
2012.0409836065573,0.016119786
2012.122950819672,0.010856883
2012.204918032787,0.00888465
2012.2868852459017,0.013601193
2012.3715846994535,0.025416432
2012.4535519125684,0.03985994
2012.5382513661202,0.07513483
2012.622950819672,0.10321618
2012.704918032787,0.17182912
2012.7896174863388,0.17170443
2012.8715846994535,0.09129435
2012.9562841530055,0.039519068
2013.041095890411,0.021232475
2013.1205479452055,0.011718383
2013.2027397260274,0.01144826
2013.2849315068493,0.014912229
2013.3698630136987,0.019750942
2013.4520547945206,0.027004058
2013.5369863013698,0.08645501
2013.6219178082192,0.09806147
2013.704109589041,0.105102815
2013.7890410958903,0.1249056
2013.8712328767124,0.103553906
2013.9561643835616,0.04717587
2014.041095890411,0.026028413
2014.1205479452055,0.016578127
2014.2027397260274,0.012716063
2014.2849315068493,0.017566843
2014.3698630136987,0.02880992
2014.4520547945206,0.033946183
2014.5369863013698,0.059968222
2014.6219178082192,0.106765434
2014.704109589041,0.13403662
2014.7890410958903,0.22853099
2014.8712328767124,0.18118478
2014.9561643835616,0.096776955
2015.041095890411,0.04618096
2015.1205479452055,0.024695335
2015.2027397260274,0.015883889
2015.2849315068493,0.013851974
2015.3698630136987,0.019959925
2015.4520547945206,0.034770265
2015.5369863013698,0.07046183
2015.6219178082192,0.10365105
2015.704109589041,0.16743164
2015.7890410958903,0.13317917
2015.8712328767124,0.084744126
2015.9561643835616,0.04711224
2016.0409836065573,0.023528526
2016.122950819672,0.016938616
2016.204918032787,0.0152048115
2016.2868852459017,0.01682367
2016.3715846994535,0.02444711
2016.4535519125684,0.034459468
2016.5382513661202,0.06500028
2016.622950819672,0.13672015
2016.704918032787,0.15742561
2016.7896174863388,0.15466449
2016.8715846994535,0.10141457
2016.9562841530055,0.046481796
2017.041095890411,0.027505374
2017.1205479452055,0.019203605
2017.2027397260274,0.012244983
2017.2849315068493,0.012889088
2017.3698630136987,0.02471772
2017.4520547945206,0.047009647
2017.5369863013698,0.116237596
2017.6219178082192,0.20223959
2017.704109589041,0.22226645
2017.7890410958903,0.20135106
2017.8712328767124,0.0874244
2017.9561643835616,0.043202545
2018.041095890411,0.021656806
2018.1205479452055,0.0137942815
2018.2027397260274,0.010754929
2018.2849315068493,0.015782025
2018.3698630136987,0.023037307
2018.4520547945206,0.035726268
2018.5369863013698,0.097701244
2018.6219178082192,0.13834709
2018.704109589041,0.22516574
2018.7890410958903,0.19448629
2018.8712328767124,0.056117024
2018.9561643835616,0.024746146
2019.041095890411,0.017365605
2019.1205479452055,0.010852453
2019.2027397260274,0.009778399
2019.2849315068493,0.013269098
2019.3698630136987,0.020798745
2019.4520547945206,0.0420758
2019.5369863013698,0.069277264
2019.6219178082192,0.078361854
2019.704109589041,0.108250104
2019.7890410958903,0.103183195
2019.8712328767124,0.06696226
2019.9561643835616,0.040286608
2020.0409836065573,0.023806995
2020.122950819672,0.016299045
2020.204918032787,0.013082527
2020.2868852459017,0.017865887
2020.3715846994535,0.023886701
2020.4535519125684,0.03626294
2020.5382513661202,0.08070352
2020.622950819672,0.1629666
2020.704918032787,0.2125629
2020.7896174863388,0.19151144
2020.8715846994535,0.09937167
2020.9562841530055,0.048989706
2021.041095890411,0.02499095
2021.1205479452055,0.015518729
2021.2027397260274,0.01302046
2021.2849315068493,0.016826982
2021.3698630136987,0.02591781
2021.4520547945206,0.02785223
2021.5369863013698,0.03578933
2021.6219178082192,0.05393831
2021.704109589041,0.117755026
2021.7890410958903,0.16173384
2021.8712328767124,0.07876405
2021.9561643835616,0.041679718
2022.041095890411,0.022878062
2022.1205479452055,0.013792982
2022.2027397260274,0.011438174
2022.2849315068493,0.011654473
2022.3698630136987,0.020549929
2022.4520547945206,0.036002263
2022.5369863013698,0.056072418
2022.6219178082192,0.0896184
2022.704109589041,0.16191684
2022.7890410958903,0.20721397
2022.8712328767124,0.1367022
2022.9561643835616,0.052834395
2023.041095890411,0.03339161
2023.1205479452055,0.017756645
2023.2027397260274,0.012805751
2023.2849315068493,0.0128806215
2023.3698630136987,0.02238531
